Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Siemens,Model-2636,300.0,5 Star,Top Freezer,Yes,Blue,Steel,2 Years,Korea,1237.0,2.0,Yes,Delta,CatB
Bosch,Model-2637,350.0,3 Star,Bottom Freezer,No,Black,Steel,2 Years,Germany,1841.0,17.0,Yes,Delta,CatB
Siemens,Model-2638,400.0,3 Star,Top Freezer,No,Silver,Plastic,1 Year,USA,983.0,16.0,No,Beta,CatA
LG,Model-2639,300.0,3 Star,Top Freezer,No,Black,Aluminium,3 Years,Korea,1003.0,50.0,No,Gamma,CatA
LG,Model-2640,450.0,4 Star,French Door,Yes,Black,Plastic,2 Years,China,1082.0,78.0,No,Gamma,CatC
Bosch,Model-2641,250.0,5 Star,Bottom Freezer,No,Red,Steel,1 Year,USA,307.0,73.0,Yes,Alpha,CatC
Samsung,Model-2642,450.0,5 Star,Side by Side,No,White,Steel,2 Years,Germany,406.0,85.0,No,Alpha,CatB
LG,Model-2643,400.0,3 Star,Side by Side,Yes,Blue,Steel,3 Years,China,1768.0,25.0,No,Delta,CatA
Siemens,Model-2644,350.0,3 Star,Bottom Freezer,Yes,Black,Steel,1 Year,Germany,846.0,91.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-2649,350.0,3 Star,Bottom Freezer,Yes,White,Aluminium,1 Year,China,558.0,89.0,Yes,Gamma,CatC
Samsung,Model-2650,500.0,5 Star,Top Freezer,No,White,Plastic,3 Years,China,1424.0,96.0,Yes,Gamma,CatC
Samsung,Model-2651,300.0,5 Star,Top Freezer,Yes,White,Aluminium,1 Year,USA,1079.0,50.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-2653,250.0,4 Star,Top Freezer,No,Red,Steel,1 Year,Germany,548.0,39.0,Yes,Alpha,CatC
Samsung,Model-2654,250.0,5 Star,Bottom Freezer,No,White,Aluminium,2 Years,Korea,1012.0,86.0,No,Alpha,CatA
Siemens,Model-2655,300.0,4 Star,Bottom Freezer,Yes,Red,Steel,1 Year,China,1852.0,19.0,Yes,Beta,CatA
Samsung,Model-2656,400.0,5 Star,Bottom Freezer,Yes,Blue,Aluminium,1 Year,China,1982.0,50.0,No,Alpha,CatA
Bosch,Model-2657,300.0,4 Star,Top Freezer,Yes,Silver,Plastic,3 Years,Korea,1161.0,71.0,No,Beta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-2659,450.0,3 Star,Side by Side,No,Red,Plastic,2 Years,Germany,657.0,86.0,No,Beta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-2661,350.0,3 Star,Top Freezer,No,Black,Aluminium,2 Years,China,439.0,33.0,No,Delta,CatC
Samsung,Model-2662,400.0,5 Star,Bottom Freezer,No,Silver,Plastic,1 Year,Germany,1216.0,83.0,No,Alpha,CatC
Whirlpool,Model-2663,250.0,5 Star,Top Freezer,No,Black,Plastic,3 Years,USA,1663.0,90.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-2665,400.0,5 Star,Side by Side,Yes,White,Aluminium,3 Years,Germany,1925.0,66.0,No,Delta,CatC
Samsung,Model-2666,400.0,5 Star,Bottom Freezer,Yes,Red,Steel,2 Years,USA,850.0,2.0,No,Beta,CatC
Whirlpool,Model-2667,450.0,3 Star,Top Freezer,No,Silver,Aluminium,2 Years,Korea,1354.0,95.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-2669,250.0,3 Star,Side by Side,No,Silver,Aluminium,2 Years,China,1054.0,97.0,No,Alpha,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-2672,250.0,5 Star,French Door,No,Blue,Aluminium,3 Years,China,908.0,72.0,Yes,Gamma,CatC
Bosch,Model-2673,400.0,3 Star,Top Freezer,No,Red,Steel,1 Year,USA,937.0,85.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Samsung,Model-2675,350.0,5 Star,Top Freezer,No,White,Steel,3 Years,USA,1237.0,31.0,Yes,Delta,CatB
Bosch,Model-2676,500.0,5 Star,Side by Side,No,Silver,Aluminium,1 Year,Korea,1536.0,42.0,No,Delta,CatB
LG,Model-2677,500.0,4 Star,Top Freezer,No,White,Aluminium,2 Years,Korea,501.0,63.0,Yes,Beta,CatB
Whirlpool,Model-2678,500.0,3 Star,Side by Side,No,Red,Plastic,3 Years,USA,953.0,10.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-2681,300.0,3 Star,Bottom Freezer,No,Red,Aluminium,2 Years,China,972.0,72.0,No,Beta,CatC
Bosch,Model-2682,350.0,5 Star,Side by Side,No,Black,Steel,3 Years,USA,636.0,40.0,Yes,Gamma,CatA
Siemens,Model-2683,400.0,4 Star,Bottom Freezer,Yes,Blue,Steel,2 Years,Korea,1959.0,76.0,Yes,Beta,CatC
Samsung,Model-2684,400.0,3 Star,Top Freezer,No,Silver,Aluminium,3 Years,Korea,445.0,49.0,Yes,Delta,CatC
Bosch,Model-2685,400.0,5 Star,Bottom Freezer,No,Red,Plastic,2 Years,Korea,1431.0,62.0,No,Gamma,CatB
Bosch,Model-2686,500.0,5 Star,Top Freezer,Yes,Black,Aluminium,2 Years,Korea,1375.0,11.0,No,Beta,CatB
Whirlpool,Model-2687,500.0,5 Star,French Door,Yes,Blue,Steel,3 Years,China,1057.0,64.0,No,Beta,CatA
Siemens,Model-2688,500.0,3 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,Korea,434.0,78.0,Yes,Beta,CatB
LG,Model-2689,450.0,3 Star,French Door,No,Blue,Plastic,3 Years,China,1020.0,56.0,Yes,Delta,CatB
Whirlpool,Model-2690,400.0,5 Star,French Door,No,Silver,Plastic,2 Years,Korea,1608.0,1.0,No,Alpha,CatB
Siemens,Model-2691,350.0,3 Star,Bottom Freezer,No,Blue,Steel,1 Year,Korea,813.0,96.0,Yes,Beta,CatB
Bosch,Model-2692,300.0,4 Star,French Door,Yes,Silver,Steel,1 Year,Korea,1385.0,41.0,Yes,Beta,CatC
Whirlpool,Model-2693,500.0,3 Star,Bottom Freezer,Yes,Red,Plastic,3 Years,China,672.0,70.0,No,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-2696,300.0,4 Star,Side by Side,Yes,White,Aluminium,1 Year,Germany,386.0,11.0,Yes,Gamma,CatB
LG,Model-2697,250.0,4 Star,Side by Side,Yes,White,Aluminium,2 Years,China,1899.0,73.0,Yes,Beta,CatB
Samsung,Model-2698,500.0,3 Star,French Door,Yes,Red,Plastic,2 Years,China,1206.0,23.0,Yes,Gamma,CatA
Samsung,Model-2699,300.0,5 Star,Bottom Freezer,Yes,White,Plastic,2 Years,Korea,1898.0,67.0,Yes,Beta,CatC
Bosch,Model-2700,450.0,3 Star,Bottom Freezer,Yes,Black,Steel,1 Year,USA,409.0,21.0,Yes,Beta,CatB
Samsung,Model-2701,450.0,5 Star,French Door,Yes,Red,Aluminium,1 Year,China,965.0,31.0,No,Beta,CatA
Siemens,Model-2702,400.0,4 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,USA,851.0,34.0,No,Alpha,CatC
Samsung,Model-2703,450.0,3 Star,Bottom Freezer,Yes,Black,Steel,2 Years,Germany,1214.0,70.0,No,Delta,CatB
Whirlpool,Model-2704,400.0,3 Star,Bottom Freezer,Yes,White,Aluminium,3 Years,Germany,1491.0,82.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-2706,350.0,4 Star,Bottom Freezer,No,Silver,Plastic,3 Years,China,873.0,84.0,No,Gamma,CatC
LG,Model-2707,500.0,4 Star,Bottom Freezer,No,Red,Aluminium,2 Years,Korea,1189.0,57.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Samsung,Model-2709,400.0,4 Star,Bottom Freezer,No,Blue,Aluminium,3 Years,China,636.0,93.0,Yes,Delta,CatB
Siemens,Model-2710,250.0,5 Star,Top Freezer,Yes,White,Steel,1 Year,Germany,1303.0,76.0,No,Alpha,CatA
Siemens,Model-2711,500.0,5 Star,Side by Side,No,Black,Plastic,1 Year,China,1058.0,60.0,Yes,Alpha,CatA
LG,Model-2712,500.0,5 Star,French Door,Yes,Blue,Plastic,1 Year,China,1934.0,94.0,Yes,Beta,CatB
Siemens,Model-2713,350.0,5 Star,Side by Side,Yes,White,Steel,1 Year,USA,1404.0,95.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-2715,300.0,3 Star,French Door,Yes,Red,Plastic,2 Years,Germany,331.0,50.0,Yes,Delta,CatA
Siemens,Model-2716,500.0,3 Star,French Door,Yes,White,Plastic,1 Year,China,1794.0,21.0,No,Delta,CatA
Samsung,Model-2717,500.0,3 Star,Bottom Freezer,No,Blue,Plastic,1 Year,Germany,381.0,73.0,Yes,Alpha,CatC
Siemens,Model-2718,400.0,4 Star,French Door,No,Red,Aluminium,3 Years,USA,1357.0,92.0,No,Beta,CatB
Whirlpool,Model-2719,400.0,4 Star,Top Freezer,No,White,Steel,2 Years,USA,544.0,26.0,No,Beta,CatB
,,,,,,,,,,,,,,
Bosch,Model-2721,450.0,3 Star,Side by Side,Yes,White,Aluminium,3 Years,China,681.0,47.0,No,Delta,CatC
Bosch,Model-2722,250.0,5 Star,Side by Side,Yes,Red,Aluminium,2 Years,Germany,949.0,64.0,Yes,Beta,CatB
Samsung,Model-2723,250.0,5 Star,Bottom Freezer,Yes,Silver,Aluminium,1 Year,Germany,1824.0,78.0,Yes,Delta,CatC
Whirlpool,Model-2724,350.0,4 Star,French Door,Yes,Blue,Plastic,2 Years,USA,682.0,51.0,Yes,Delta,CatC
Whirlpool,Model-2725,400.0,5 Star,Side by Side,No,Black,Plastic,1 Year,Germany,1946.0,4.0,Yes,Delta,CatB
Siemens,Model-2726,400.0,5 Star,Side by Side,No,Black,Plastic,1 Year,USA,1698.0,49.0,No,Beta,CatA
Samsung,Model-2727,350.0,4 Star,Bottom Freezer,No,White,Plastic,3 Years,USA,1913.0,30.0,Yes,Gamma,CatC
Bosch,Model-2728,300.0,3 Star,Bottom Freezer,Yes,White,Plastic,1 Year,China,574.0,37.0,No,Gamma,CatA
LG,Model-2729,450.0,5 Star,Side by Side,Yes,Red,Aluminium,2 Years,USA,1339.0,97.0,Yes,Beta,CatC
Bosch,Model-2730,250.0,4 Star,Side by Side,No,Black,Aluminium,3 Years,Germany,398.0,21.0,Yes,Gamma,CatC
Samsung,Model-2731,500.0,4 Star,Top Freezer,Yes,Silver,Aluminium,3 Years,USA,1059.0,8.0,No,Beta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-2733,350.0,5 Star,French Door,No,Blue,Plastic,1 Year,Germany,697.0,19.0,Yes,Delta,CatC
Whirlpool,Model-2734,450.0,5 Star,Top Freezer,Yes,White,Plastic,2 Years,China,435.0,4.0,Yes,Delta,CatB
Bosch,Model-2735,300.0,5 Star,Top Freezer,Yes,Red,Plastic,3 Years,Korea,500.0,14.0,No,Beta,CatA
LG,Model-2736,250.0,5 Star,French Door,No,White,Steel,1 Year,Germany,1516.0,49.0,No,Gamma,CatB
Samsung,Model-2737,350.0,4 Star,Top Freezer,No,Red,Aluminium,3 Years,Korea,1756.0,97.0,Yes,Delta,CatB
Siemens,Model-2738,450.0,4 Star,Bottom Freezer,Yes,Silver,Plastic,2 Years,Korea,410.0,82.0,Yes,Gamma,CatA
LG,Model-2739,450.0,5 Star,Top Freezer,Yes,Black,Aluminium,2 Years,USA,595.0,29.0,Yes,Gamma,CatA
Siemens,Model-2740,250.0,3 Star,Side by Side,Yes,White,Steel,3 Years,Germany,876.0,43.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Samsung,Model-2742,500.0,4 Star,Bottom Freezer,Yes,White,Aluminium,2 Years,China,486.0,8.0,No,Beta,CatC
Siemens,Model-2743,350.0,5 Star,Top Freezer,No,Silver,Steel,2 Years,China,387.0,63.0,No,Alpha,CatA
LG,Model-2744,450.0,4 Star,Bottom Freezer,No,Black,Aluminium,3 Years,China,1720.0,38.0,No,Delta,CatB
Siemens,Model-2745,350.0,3 Star,Bottom Freezer,Yes,White,Steel,1 Year,USA,1520.0,27.0,Yes,Beta,CatA
LG,Model-2746,450.0,5 Star,Side by Side,No,Blue,Steel,3 Years,Korea,1195.0,84.0,No,Gamma,CatC
Siemens,Model-2747,300.0,4 Star,French Door,Yes,Red,Steel,3 Years,Germany,1331.0,71.0,Yes,Gamma,CatB
Siemens,Model-2748,500.0,3 Star,French Door,Yes,White,Steel,1 Year,Korea,1808.0,94.0,Yes,Gamma,CatB
Whirlpool,Model-2749,350.0,3 Star,French Door,Yes,Blue,Aluminium,3 Years,China,1774.0,6.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Bosch,Model-2751,250.0,5 Star,Bottom Freezer,No,Black,Steel,3 Years,Korea,1331.0,71.0,Yes,Gamma,CatB
LG,Model-2752,450.0,4 Star,Top Freezer,Yes,Black,Plastic,2 Years,Germany,1052.0,45.0,No,Beta,CatB
,,,,,,,,,,,,,,
LG,Model-2754,350.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,3 Years,Germany,954.0,64.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-2758,300.0,5 Star,Top Freezer,No,Red,Plastic,2 Years,Korea,468.0,81.0,Yes,Delta,CatB
Bosch,Model-2759,500.0,4 Star,French Door,No,Blue,Plastic,2 Years,China,1620.0,12.0,No,Delta,CatB
,,,,,,,,,,,,,,
Siemens,Model-2761,250.0,3 Star,French Door,No,Black,Aluminium,1 Year,USA,470.0,27.0,Yes,Delta,CatA
Siemens,Model-2762,350.0,3 Star,Bottom Freezer,Yes,Red,Steel,2 Years,China,1438.0,29.0,No,Alpha,CatA
LG,Model-2763,250.0,4 Star,Bottom Freezer,Yes,Black,Steel,3 Years,USA,1977.0,48.0,Yes,Beta,CatC
Bosch,Model-2764,400.0,5 Star,French Door,No,Red,Steel,3 Years,China,1520.0,50.0,No,Beta,CatA
Whirlpool,Model-2765,450.0,4 Star,Bottom Freezer,Yes,Black,Steel,3 Years,Germany,547.0,34.0,No,Beta,CatB
Samsung,Model-2766,250.0,4 Star,Top Freezer,Yes,Red,Steel,2 Years,Korea,1941.0,46.0,No,Delta,CatA
Siemens,Model-2767,500.0,3 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,China,1191.0,90.0,Yes,Beta,CatA
Siemens,Model-2768,350.0,3 Star,French Door,No,Silver,Plastic,2 Years,Germany,1300.0,67.0,No,Gamma,CatC
Siemens,Model-2769,300.0,5 Star,French Door,Yes,Silver,Plastic,3 Years,USA,367.0,98.0,No,Gamma,CatA
Bosch,Model-2770,400.0,4 Star,Bottom Freezer,No,Silver,Plastic,3 Years,Germany,1416.0,14.0,No,Beta,CatC
Bosch,Model-2771,250.0,3 Star,Side by Side,No,Red,Steel,1 Year,China,404.0,21.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-2773,400.0,4 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,USA,983.0,81.0,No,Gamma,CatC
Siemens,Model-2774,400.0,3 Star,Top Freezer,No,White,Plastic,2 Years,Korea,756.0,55.0,No,Gamma,CatC
Whirlpool,Model-2775,250.0,5 Star,Top Freezer,Yes,White,Steel,2 Years,China,1986.0,81.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-2777,300.0,3 Star,Bottom Freezer,Yes,White,Steel,3 Years,Germany,1324.0,37.0,Yes,Alpha,CatB
Samsung,Model-2778,500.0,3 Star,Top Freezer,Yes,Blue,Steel,3 Years,Germany,1879.0,49.0,Yes,Beta,CatC
LG,Model-2779,400.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,3 Years,China,1404.0,88.0,No,Gamma,CatA
LG,Model-2780,350.0,5 Star,French Door,Yes,White,Steel,3 Years,Korea,1871.0,49.0,No,Alpha,CatA
Siemens,Model-2781,400.0,5 Star,Bottom Freezer,No,Red,Plastic,2 Years,China,828.0,73.0,Yes,Beta,CatB
Whirlpool,Model-2782,350.0,3 Star,Side by Side,Yes,White,Steel,1 Year,China,430.0,32.0,No,Delta,CatB
Whirlpool,Model-2783,300.0,5 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,USA,1105.0,44.0,Yes,Beta,CatB
LG,Model-2784,300.0,3 Star,Top Freezer,Yes,Red,Plastic,3 Years,China,1480.0,63.0,Yes,Gamma,CatA
Whirlpool,Model-2785,500.0,3 Star,Top Freezer,No,Red,Aluminium,1 Year,Germany,735.0,96.0,Yes,Beta,CatA
Samsung,Model-2786,300.0,5 Star,French Door,Yes,Silver,Plastic,2 Years,USA,1297.0,76.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-2788,300.0,4 Star,Side by Side,No,Blue,Steel,2 Years,Korea,659.0,57.0,No,Delta,CatB
Bosch,Model-2789,300.0,5 Star,Top Freezer,Yes,Red,Aluminium,1 Year,USA,307.0,42.0,Yes,Alpha,CatB
Siemens,Model-2790,350.0,4 Star,Bottom Freezer,No,Red,Steel,3 Years,USA,1440.0,42.0,Yes,Gamma,CatB
Whirlpool,Model-2791,350.0,3 Star,French Door,No,White,Plastic,2 Years,USA,1025.0,70.0,No,Alpha,CatA
LG,Model-2792,250.0,5 Star,French Door,No,Blue,Steel,2 Years,China,1408.0,27.0,No,Alpha,CatB
Siemens,Model-2793,500.0,4 Star,Side by Side,No,Blue,Plastic,3 Years,USA,924.0,24.0,Yes,Alpha,CatB
LG,Model-2794,300.0,4 Star,Side by Side,No,White,Plastic,1 Year,Korea,1906.0,4.0,No,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-2796,300.0,4 Star,Bottom Freezer,No,White,Aluminium,2 Years,Korea,760.0,13.0,No,Delta,CatB
LG,Model-2797,450.0,5 Star,Bottom Freezer,Yes,Silver,Steel,1 Year,USA,1305.0,76.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Bosch,Model-2799,300.0,5 Star,Bottom Freezer,Yes,White,Plastic,3 Years,Germany,428.0,30.0,Yes,Delta,CatC
Samsung,Model-2800,300.0,5 Star,Bottom Freezer,Yes,White,Plastic,3 Years,Korea,1714.0,87.0,No,Beta,CatB
Bosch,Model-2801,500.0,4 Star,French Door,Yes,Silver,Plastic,2 Years,USA,1278.0,96.0,Yes,Delta,CatA
Whirlpool,Model-2802,350.0,4 Star,Bottom Freezer,No,Black,Plastic,1 Year,Korea,1825.0,4.0,No,Gamma,CatC
Whirlpool,Model-2803,500.0,4 Star,Bottom Freezer,No,White,Plastic,3 Years,USA,1681.0,82.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Samsung,Model-2805,500.0,5 Star,Top Freezer,No,Silver,Plastic,2 Years,Germany,1916.0,60.0,No,Alpha,CatA
LG,Model-2806,350.0,3 Star,French Door,No,Blue,Aluminium,3 Years,USA,478.0,38.0,No,Alpha,CatC
,,,,,,,,,,,,,,
LG,Model-2808,400.0,5 Star,Bottom Freezer,No,Black,Steel,3 Years,Korea,722.0,5.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Samsung,Model-2810,350.0,3 Star,French Door,No,Black,Steel,1 Year,Germany,1232.0,1.0,No,Alpha,CatA
LG,Model-2811,350.0,4 Star,Top Freezer,Yes,White,Plastic,2 Years,China,348.0,88.0,No,Alpha,CatC
,,,,,,,,,,,,,,
LG,Model-2813,500.0,3 Star,French Door,Yes,Red,Steel,2 Years,China,443.0,14.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-2815,300.0,4 Star,Bottom Freezer,Yes,Blue,Plastic,1 Year,Germany,1164.0,38.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-2818,450.0,4 Star,Top Freezer,Yes,Silver,Aluminium,3 Years,Germany,1353.0,39.0,No,Beta,CatB
Samsung,Model-2819,450.0,3 Star,Bottom Freezer,Yes,Blue,Plastic,1 Year,USA,1278.0,11.0,No,Delta,CatC
Samsung,Model-2820,450.0,3 Star,Bottom Freezer,No,White,Plastic,2 Years,USA,1449.0,6.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-2822,500.0,3 Star,Top Freezer,Yes,Black,Aluminium,1 Year,Korea,581.0,72.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Samsung,Model-2824,500.0,4 Star,French Door,Yes,Silver,Plastic,1 Year,China,1339.0,51.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-2829,250.0,4 Star,French Door,Yes,White,Plastic,3 Years,China,1455.0,76.0,Yes,Beta,CatB
Siemens,Model-2830,500.0,5 Star,Top Freezer,Yes,Silver,Plastic,2 Years,USA,1868.0,8.0,Yes,Alpha,CatB
LG,Model-2831,350.0,5 Star,Side by Side,Yes,Red,Steel,3 Years,USA,1387.0,22.0,Yes,Alpha,CatB
Siemens,Model-2832,250.0,4 Star,Bottom Freezer,No,Black,Aluminium,1 Year,China,824.0,20.0,No,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-2836,450.0,4 Star,Top Freezer,No,Black,Aluminium,3 Years,USA,1669.0,25.0,Yes,Beta,CatC
Samsung,Model-2837,400.0,5 Star,Side by Side,Yes,Red,Plastic,1 Year,Germany,659.0,95.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Bosch,Model-2839,250.0,5 Star,Side by Side,Yes,Red,Steel,1 Year,Germany,961.0,7.0,Yes,Alpha,CatB
LG,Model-2840,250.0,4 Star,Side by Side,No,Blue,Aluminium,3 Years,USA,1124.0,24.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Siemens,Model-2842,250.0,4 Star,Bottom Freezer,No,Silver,Aluminium,1 Year,Korea,691.0,87.0,Yes,Gamma,CatA
Samsung,Model-2843,300.0,3 Star,Side by Side,Yes,Blue,Plastic,2 Years,China,1785.0,19.0,No,Beta,CatB
Bosch,Model-2844,500.0,4 Star,Side by Side,No,Silver,Plastic,3 Years,China,1923.0,86.0,Yes,Delta,CatB
Siemens,Model-2845,250.0,3 Star,Top Freezer,Yes,Black,Plastic,1 Year,Korea,830.0,53.0,Yes,Gamma,CatB
Siemens,Model-2846,350.0,5 Star,French Door,No,Blue,Aluminium,2 Years,USA,983.0,34.0,No,Gamma,CatC
LG,Model-2847,450.0,5 Star,Side by Side,No,White,Plastic,1 Year,Germany,1072.0,3.0,No,Delta,CatA
,,,,,,,,,,,,,,
Samsung,Model-2849,500.0,3 Star,French Door,Yes,Blue,Aluminium,1 Year,Korea,743.0,4.0,Yes,Gamma,CatA
Samsung,Model-2850,400.0,4 Star,Side by Side,Yes,Silver,Plastic,1 Year,Germany,1928.0,33.0,Yes,Gamma,CatA
Bosch,Model-2851,450.0,5 Star,Bottom Freezer,Yes,Silver,Aluminium,1 Year,Germany,463.0,64.0,No,Delta,CatC
Samsung,Model-2852,500.0,4 Star,Side by Side,Yes,White,Steel,2 Years,USA,664.0,94.0,Yes,Gamma,CatB
Samsung,Model-2853,300.0,5 Star,French Door,No,Blue,Plastic,2 Years,Germany,498.0,29.0,No,Beta,CatC
Siemens,Model-2854,300.0,4 Star,Top Freezer,Yes,White,Steel,3 Years,USA,488.0,19.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-2856,400.0,5 Star,Side by Side,No,Red,Aluminium,3 Years,Korea,332.0,20.0,Yes,Delta,CatC
,,,,,,,,,,,,,,
Bosch,Model-2858,400.0,5 Star,Side by Side,Yes,White,Plastic,2 Years,Korea,1175.0,72.0,No,Beta,CatC
Siemens,Model-2859,350.0,4 Star,Top Freezer,No,Black,Aluminium,2 Years,China,1579.0,90.0,No,Alpha,CatC
Samsung,Model-2860,450.0,3 Star,Top Freezer,No,Red,Aluminium,3 Years,Korea,798.0,27.0,No,Gamma,CatA
Siemens,Model-2861,400.0,3 Star,French Door,No,Silver,Plastic,3 Years,USA,627.0,34.0,Yes,Beta,CatB
LG,Model-2862,300.0,4 Star,Top Freezer,No,White,Aluminium,3 Years,USA,1738.0,85.0,Yes,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-2865,400.0,3 Star,French Door,Yes,Blue,Steel,2 Years,USA,1057.0,24.0,No,Delta,CatC
,,,,,,,,,,,,,,
LG,Model-2867,300.0,3 Star,French Door,No,Black,Aluminium,1 Year,USA,1627.0,7.0,Yes,Alpha,CatB
LG,Model-2868,400.0,4 Star,Side by Side,Yes,Black,Plastic,2 Years,Germany,495.0,85.0,No,Gamma,CatB
Bosch,Model-2869,400.0,4 Star,Top Freezer,Yes,Blue,Plastic,2 Years,USA,1573.0,35.0,Yes,Delta,CatA
LG,Model-2870,350.0,4 Star,Top Freezer,No,White,Aluminium,2 Years,China,1704.0,95.0,No,Beta,CatA
Bosch,Model-2871,300.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,3 Years,China,1186.0,99.0,No,Delta,CatA
LG,Model-2872,500.0,4 Star,Top Freezer,No,White,Plastic,2 Years,Germany,1585.0,67.0,No,Delta,CatB
Bosch,Model-2873,250.0,3 Star,Top Freezer,No,White,Aluminium,3 Years,Korea,1378.0,85.0,No,Delta,CatC
Bosch,Model-2874,450.0,4 Star,Top Freezer,No,Red,Aluminium,1 Year,USA,841.0,48.0,No,Gamma,CatC
Samsung,Model-2875,350.0,5 Star,Side by Side,No,White,Steel,3 Years,Korea,1592.0,55.0,No,Beta,CatA
Samsung,Model-2876,450.0,5 Star,French Door,No,Black,Plastic,2 Years,Korea,1165.0,82.0,Yes,Beta,CatB
Samsung,Model-2877,500.0,3 Star,Side by Side,Yes,Blue,Plastic,2 Years,USA,723.0,24.0,Yes,Alpha,CatC
Siemens,Model-2878,500.0,5 Star,Side by Side,Yes,White,Plastic,3 Years,Korea,545.0,22.0,No,Gamma,CatC
Bosch,Model-2879,450.0,5 Star,French Door,No,Black,Aluminium,1 Year,Germany,1272.0,47.0,No,Alpha,CatC
Samsung,Model-2880,250.0,3 Star,French Door,Yes,White,Aluminium,2 Years,USA,1878.0,6.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-2882,250.0,3 Star,French Door,No,Black,Plastic,2 Years,China,1408.0,8.0,No,Gamma,CatC
LG,Model-2883,350.0,4 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,USA,454.0,65.0,No,Alpha,CatB
Siemens,Model-2884,350.0,5 Star,Bottom Freezer,Yes,White,Aluminium,3 Years,Korea,743.0,93.0,No,Delta,CatC
Siemens,Model-2885,400.0,3 Star,French Door,No,Black,Steel,1 Year,Korea,800.0,69.0,No,Gamma,CatC
Whirlpool,Model-2886,350.0,4 Star,French Door,Yes,Blue,Steel,3 Years,USA,624.0,31.0,No,Alpha,CatB
LG,Model-2887,500.0,3 Star,Top Freezer,No,White,Steel,3 Years,Korea,1216.0,18.0,No,Beta,CatA
,,,,,,,,,,,,,,
Bosch,Model-2889,450.0,3 Star,Bottom Freezer,No,White,Plastic,2 Years,Germany,1188.0,80.0,No,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-2891,500.0,3 Star,Side by Side,Yes,Silver,Aluminium,3 Years,Germany,656.0,45.0,Yes,Beta,CatB
Whirlpool,Model-2892,300.0,5 Star,Top Freezer,No,Blue,Steel,3 Years,China,800.0,25.0,No,Alpha,CatC
